gene,Control,Control,Control,M2b,M2b,M2b
Aatk,0,0,3,2,11,0
Mir338,0,0,0,0,0,0
Mir3065,0,0,0,0,0,0
Cep131,1,0,18,30,14,20
Enthd2,31,15,27,26,42,64
1810043H04Rik,22,15,15,17,22,48
Slc38a10,263,151,214,183,372,270
2810410L24Rik,1,0,0,0,0,0
Bahcc1,66,32,20,4,62,44
Actg1,14410,11383,10486,9836,13783,14146
Mir6935,13,3,9,1,12,12
0610009L18Rik,11,8,5,2,4,0
Fscn2,0,0,0,0,0,2
Faap100,51,53,41,18,78,53
Nploc4,968,894,561,491,1100,957
Tspan10,0,1,0,6,0,0
Pde6g,0,0,0,0,0,0
Oxld1,20,0,0,0,14,1
Ccdc137,48,22,47,18,51,49
Arl16,44,11,13,5,34,35
Hgs,699,573,392,388,919,742
Mrpl12,87,76,59,86,90,136
Slc25a10,66,61,55,39,110,79
Gcgr,0,0,0,0,0,0
Fam195b,130,62,80,62,148,136
Ppp1r27,0,0,4,0,0,0
P4hb,2111,1717,1642,1562,3040,3132
Arhgdia,3204,2676,2176,2254,3214,3473
Alyref,240,312,239,237,571,463
Anapc11,50,20,48,56,44,34
Npb,0,0,0,0,0,0
Pcyt2,80,44,54,54,73,101
Sirt7,68,91,81,48,151,157
Mir6936,0,0,0,0,0,4
Mafg,477,512,368,483,755,655
Pycr1,0,0,14,0,11,1
Myadml2,0,0,0,0,0,0
Notum,0,0,0,0,0,0
Aspscr1,121,60,62,62,119,88
Stra13,16,11,30,22,30,24
Lrrc45,36,19,54,42,53,72
Rac3,0,0,0,3,0,0
Dcxr,18,9,14,14,21,24
Cbr2,0,10,14,18,12,14
Rfng,25,14,17,23,29,25
Gps1,180,109,106,56,176,114
Dus1l,67,22,48,32,120,68
Fasn,384,183,180,313,502,457
Ccdc57,5,28,14,4,13,56
Slc16a3,45,38,44,36,166,151
Csnk1d,417,365,356,326,690,610
Cd7,8,0,0,0,0,11
Sectm1b,12,1,4,0,1,3
Sectm1a,0,9,0,0,0,0
Tex19.2,0,0,0,0,0,0
Tex19.1,0,0,0,0,0,0
Uts2r,0,0,0,0,0,0
Ogfod3,6,3,4,8,8,16
Hexdc,2,2,15,4,3,0
BC017643,193,118,145,153,225,223
Narf,17,14,20,5,61,58
Foxk2,224,115,208,117,138,157
Wdr45b,213,177,95,110,295,324
Rab40b,0,0,2,0,0,2
Mir7236,0,0,0,0,0,0
Fn3krp,21,12,18,4,5,8
Fn3k,4,0,2,0,0,4
Tbcd,74,38,76,47,127,80
Zfp750,0,0,0,0,0,1
B3gntl1,4,17,24,13,12,1
Metrnl,214,235,303,388,181,206
Ptchd3,0,0,0,0,0,0
Rab10os,32,33,96,28,68,46
Rab10,2256,2775,1661,1877,3762,2790
Kif3c,133,97,45,51,244,263
1110002L01Rik,27,13,20,34,39,5
Asxl2,333,297,370,347,607,600
Dtnb,4,12,54,14,19,15
Dnmt3a,922,1018,1144,1228,1065,836
Dnmt3aos,26,49,46,59,13,28
Pomc,0,0,0,2,1,0
Efr3b,19,33,43,46,286,139
Dnajc27,3,17,20,46,28,15
Adcy3,50,44,50,44,21,20
Cenpo,26,37,24,57,18,38
Ptrhd1,45,13,10,22,31,51
Ncoa1,243,229,192,207,447,345
Itsn2,1134,854,1474,1173,1576,1406
Fam228a,0,0,0,0,0,0
Fam228b,0,0,0,0,10,0
Pfn4,0,0,0,0,15,0
Gm6682,3,9,7,7,7,13
Sf3b6,242,138,197,287,372,375
Fkbp1b,19,1,5,11,19,10
BC068281,9,21,16,2,8,13
Mfsd2b,5,7,0,0,23,1
Ubxn2a,166,105,206,149,364,186
Atad2b,528,263,449,320,769,636
Klhl29,1,18,0,0,0,0
2810032G03Rik,0,0,0,0,0,0
1700101O22Rik,0,0,0,0,0,0
Apob,10,9,0,0,4,0
Ldah,150,125,93,171,154,127
Gdf7,0,0,0,0,0,0
Hs1bp3,77,46,66,25,77,55
Rhob,673,619,580,547,676,771
Slc7a15,0,0,0,0,0,0
Pum2,1258,1088,947,1086,1745,1345
Sdc1,375,328,230,179,1050,1257
Laptm4a,688,358,608,475,793,582
Matn3,0,1,0,0,0,0
Wdr35,0,8,2,4,3,30
Ttc32,4,11,0,5,6,8
1700022H16Rik,0,0,0,0,0,3
Osr1,10,8,22,4,8,6
Nt5c1b,0,1,0,0,7,0
Rdh14,16,17,23,16,29,16
Gm38407,0,0,0,0,3,0
7420701I03Rik,0,0,0,0,0,0
Kcns3,0,0,0,0,0,2
9530020I12Rik,1,0,0,0,0,0
Msgn1,0,0,0,0,0,0
Gen1,31,0,10,2,15,1
Smc6,462,272,521,420,821,458
Mir7675,0,3,0,2,0,0
Vsnl1,0,0,0,0,0,0
4930511A02Rik,0,0,0,0,0,0
Rad51ap2,0,0,0,0,0,0
Tubb2a-ps2,0,0,0,0,0,0
Fam49a,949,942,552,691,2076,1524
4921511I17Rik,0,1,0,0,2,6
Mycn,0,0,0,0,0,0
Ddx1,362,312,187,224,335,250
Nbas,120,84,162,110,311,167
Fam84a,0,0,0,0,0,0
Gm16497,10,4,0,0,0,0
4930448C13Rik,0,0,0,0,0,0
Trib2,0,1,5,42,5,15
Mir6387,0,0,0,0,0,0
Lpin1,24,34,91,44,86,22
Ntsr2,0,0,0,0,0,0
Greb1,0,10,0,5,2,0
E2f6,133,64,57,21,96,82
Rock2,1015,602,839,676,1377,1058
Pqlc3,52,27,42,78,79,97
2410004P03Rik,0,0,0,0,0,1
Kcnf1,0,0,0,0,3,0
Pdia6,986,925,829,844,1077,1101
Atp6v1c2,0,0,2,0,0,0
Nol10,212,265,147,313,472,335
Mir3066,0,0,0,0,4,0
Odc1,693,1337,2172,2946,1310,1048
Hpcal1,103,59,79,73,162,121
5730507C01Rik,0,0,0,0,0,0
1700030C10Rik,0,0,0,0,0,0
Asap2,10,18,12,22,17,43
Itgb1bp1,124,92,62,52,168,117
Cpsf3,88,67,141,78,172,178
Iah1,36,18,45,17,14,34
Adam17,1748,1047,1620,1554,2237,2046
Ywhaq,537,376,299,253,691,616
2410018L13Rik,0,0,0,0,0,0
9030624G23Rik,0,0,0,0,0,0
Taf1b,59,24,73,69,34,49
Grhl1,5,43,53,101,49,29
Klf11,27,13,56,68,49,29
Cys1,8,0,0,0,3,0
Rrm2,0,2,7,11,7,8
Mboat2,0,1,0,29,11,1
Kidins220,746,318,706,536,689,582
Id2,1278,2314,1360,1900,1155,1040
Gm17746,0,0,0,0,0,0
Gm29687,0,0,0,0,0,0
4930480M12Rik,0,5,0,0,0,0
Rnf144a,46,26,18,71,27,7
4930549C15Rik,0,0,0,0,0,0
Mir6538,0,0,0,0,0,1
Rsad2,16290,11694,13888,14049,11483,12659
Cmpk2,2980,1374,2039,1659,1677,1817
Gm20187,0,0,0,0,0,0
Gm9866,0,0,0,0,0,0
Sox11,0,1,0,0,0,0
Dcdc2c,0,0,0,0,0,0
Allc,0,0,0,0,3,0
Colec11,4,0,0,0,6,6
Rps7,1229,1012,1565,1736,1555,1533
Rnaseh1,37,63,49,32,46,24
Adi1,66,30,56,76,17,59
Mir6937,7,0,8,0,0,0
Trappc12,73,61,92,80,142,58
Tssc1,61,65,27,23,74,108
Myt1l,0,4,1,1,0,0
C630031E19Rik,0,0,0,0,0,0
Pxdn,16,9,7,3,11,5
Tpo,0,0,0,0,0,7
Sntg2,0,3,0,0,0,0
2310016D03Rik,1,3,0,0,2,0
Tmem18,28,17,11,23,8,31
Fam150b,0,0,0,0,0,1
Acp1,104,67,67,56,116,41
Sh3yl1,4,8,0,0,0,4
Fam110c,3,0,0,0,2,4
6030469F06Rik,0,0,0,0,0,2
Lamb1,90,55,70,19,190,105
Dld,395,340,349,275,423,387
Slc26a3,4,18,0,0,14,2
Cbll1,157,117,223,99,220,171
Slc26a4,0,7,8,5,0,0
Bcap29,29,13,45,130,48,33
Dus4l,42,3,5,23,4,6
Cog5,47,14,66,43,56,56
Gpr22,0,1,0,0,0,0
Hbp1,470,503,351,199,950,695
Prkar2b,138,64,68,16,111,97
Pik3cg,24,67,63,84,101,96
Ccdc71l,244,216,222,208,546,425
Nampt,1965,1883,1661,1478,3327,2594
Gdap10,56,95,153,204,218,117
4933406C10Rik,0,4,0,0,0,0
Sypl,127,101,121,122,207,179
Cdhr3,0,0,0,0,0,0
F730043M19Rik,0,1,0,0,41,4
Atxn7l1,149,118,106,182,155,205
Atxn7l1os2,1,0,0,0,7,0
Efcab10,0,0,0,0,0,0
Twistnb,171,140,179,216,152,212
Ferd3l,0,0,1,0,0,0
Twist1,0,0,2,6,2,0
Hdac9,29,23,36,46,26,30
Prps1l1,0,0,0,0,0,0
Snx13,326,125,294,260,322,272
Ahr,464,574,1102,1170,452,335
9130015A21Rik,1,3,9,18,0,2
Agr3,0,0,0,0,0,0
Agr2,2,1,0,26,17,0
Tspan13,328,343,517,501,506,306
Gm5434,1,3,0,1,5,5
Bzw2,95,76,87,55,117,76
Ankmy2,20,10,21,49,45,20
Lrrc72,0,0,0,0,0,0
Sostdc1,0,0,0,0,1,0
Ispd,3,1,5,0,5,1
Mir3472,0,0,0,0,0,0
Mir5099,0,0,0,0,0,0
Meox2,3,3,0,0,0,0
Agmo,2,16,92,17,12,2
Dgkb,0,9,0,0,0,0
4930428E07Rik,0,0,0,0,0,0
Etv1,28,0,10,54,12,0
Arl4a,91,104,52,71,72,86
Scin,41,53,35,33,63,52
Lsmem1,0,2,15,3,5,14
Ifrd1,2066,2901,3280,4062,2008,1426
Mir1938,24,19,64,121,24,54
Gm7008,0,0,13,33,13,5
Zfp277,88,61,84,17,119,114
Dock4,557,306,428,262,555,623
Immp2l,0,1,15,2,13,0
Lrrn3,6,7,0,0,0,0
Dnajb9,339,341,585,530,379,386
Mir5627,0,0,0,0,1,0
Gm2027,3,0,0,6,15,1
Pnpla8,261,202,134,172,234,241
Nrcam,1,0,0,0,0,1
Stxbp6,18,11,20,4,15,8
Nova1,10,2,0,2,0,0
Mir5125,0,0,0,0,0,0
Foxg1,0,0,0,0,0,0
3110039M20Rik,4,0,0,0,0,0
1810007C17Rik,0,0,0,0,0,0
Prkd1,0,0,0,0,0,0
1700008C04Rik,0,0,1,0,0,0
G2e3,61,43,63,32,81,79
Scfd1,251,145,212,194,295,302
Coch,0,5,0,0,0,0
Strn3,366,397,271,374,638,429
Ap4s1,37,15,37,33,40,21
Hectd1,1235,1122,1149,1202,2270,2070
Heatr5a,450,266,381,313,308,350
Dtd2,8,1,4,0,3,19
Gpr33,0,0,0,0,0,0
Nubpl,16,0,9,6,23,0
Arhgap5,193,180,191,170,283,156
1700031P21Rik,0,0,0,0,0,0
Akap6,15,51,42,41,10,24
Npas3,0,0,0,0,0,0
Egln3,3,19,5,2,6,11
1700104L18Rik,0,0,0,0,0,0
Gm7550,0,0,0,0,0,0
Sptssa,23,27,55,49,59,34
Mir1892,2,0,18,0,0,1
Eapp,265,182,110,101,293,224
Snx6,326,237,312,177,436,426
Cfl2,37,40,26,39,68,35
Baz1a,1799,1549,1526,1847,4444,3382
2700097O09Rik,6,1,0,4,9,7
Srp54a,1556,1361,1112,1596,2199,1627
1700047I17Rik2,2671,2862,1939,2331,5050,4489
Fam177a,2671,2862,1939,2331,5050,4489
Srp54b,3161,2793,3278,2778,4173,3496
Srp54c,1097,836,819,777,1335,1084
Ppp2r3c,125,84,79,44,103,94
1110008L16Rik,14,10,15,18,49,35
Mir1198,6,0,1,2,0,1
Psma6,637,472,261,327,812,507
Nfkbia,1665,2170,1181,2113,2835,3056
Aldoart2,0,0,0,3,0,0
Insm2,0,0,0,0,0,0
Ralgapa1,315,118,354,205,511,373
Brms1l,29,52,47,11,65,88
Gm19990,0,0,0,0,0,0
Mbip,26,56,35,20,50,38
E030019B13Rik,0,0,0,0,0,6
Nkx2-1,0,0,0,0,0,0
C87198,0,0,0,0,0,0
Nkx2-9,0,0,0,0,0,0
Pax9,0,0,0,0,0,0
Slc25a21,0,0,0,0,0,0
Prps1l3,167,111,151,117,107,120
Mipol1,6,16,4,2,2,3
Foxa1,12,5,0,1,7,0
4921506M07Rik,2,2,0,0,0,0
4921518K17Rik,0,0,0,0,0,0
BC042761,0,0,0,0,0,0
Sstr1,0,1,0,0,0,0
Clec14a,0,0,0,3,13,0
Sec23a,163,63,145,102,185,180
Gemin2,36,13,2,4,8,3
Trappc6b,186,99,114,63,136,86
Pnn,362,294,459,356,718,593
Mia2,7,9,0,0,1,17
Ctage5,511,320,447,448,732,612
Fbxo33,347,199,152,210,323,245
Gm20063,0,0,0,0,0,0
Lrfn5,0,5,0,0,0,0
Spanxn4,0,0,0,0,0,0
Fscb,0,0,0,0,0,0
Gm527,34,3,12,3,16,7
Klhl28,52,15,36,23,23,87
Fam179b,440,216,333,275,778,410
Prpf39,229,207,428,365,484,317
Fkbp3,25,95,61,139,58,76
Fancm,26,25,59,25,78,55
Mis18bp1,1,2,19,12,21,6
Wdr20rt,0,2,1,0,0,4
Rpl10l,0,0,0,0,0,0
Mdga2,0,0,0,0,10,0
Gm17821,0,4,0,0,0,1
Rps29,402,473,892,960,666,841
Lrr1,0,0,0,0,0,0
Rpl36al,447,396,496,588,462,672
Mgat2,468,206,354,344,601,468
Dnaaf2,30,7,2,12,48,20
9330151L19Rik,6,4,20,7,10,1
Pole2,2,5,2,0,3,1
Klhdc1,1,0,3,2,22,0
Klhdc2,77,37,42,81,79,67
Nemf,472,242,391,332,672,485
Arf6,852,470,767,569,925,905
5830428M24Rik,0,0,0,0,0,0
Vcpkmt,1,0,3,39,16,7
Sos2,172,97,242,140,288,154
L2hgdh,14,2,3,0,0,0
Atp5s,0,0,0,0,1,5
Cdkl1,0,0,0,0,0,0
Mir681,0,0,0,0,0,0
4930512B01Rik,5,0,0,0,0,0
Map4k5,122,28,92,44,72,39
4931403G20Rik,0,0,0,0,0,0
Atl1,0,4,2,4,0,4
Gm3086,0,0,0,0,0,0
Sav1,359,308,277,217,424,401
Nin,308,224,308,259,754,597
Abhd12b,1,0,0,0,1,0
Pygl,35,10,24,3,73,86
F730035M05Rik,0,0,0,0,0,5
Trim9,0,24,1,0,5,2
Mir466o,0,0,0,0,0,0
Tmx1,366,255,331,205,416,420
Frmd6,365,334,151,156,216,144
Actr10,115,98,105,95,235,179
Psma3,643,593,547,309,846,669
3110056K07Rik,27,15,15,34,52,53
Arid4a,934,573,855,623,1957,1779
Tomm20l,0,1,0,0,0,0
Timm9,21,4,20,12,37,10
2700049A03Rik,48,17,1,14,31,21
Dact1,0,11,3,1,3,13
4930404H11Rik,1,0,0,0,0,0
Daam1,293,245,223,290,817,703
Gpr135,0,0,7,0,4,0
L3hypdh,0,0,0,10,0,0
Jkamp,28,16,41,5,59,56
Ccdc175,5,0,1,0,4,4
Rtn1,21,15,33,26,10,4
Lrrc9,2,3,0,0,0,0
Pcnxl4,12,7,1,29,18,29
Dhrs7,32,6,10,17,15,27
Ppm1a,537,283,319,227,665,562
4930447C04Rik,0,3,0,5,0,0
Six6,0,0,0,0,0,0
Six1,0,0,0,0,5,0
Six4,0,0,0,0,0,0
Mnat1,11,27,15,28,39,63
Trmt5,46,17,33,46,46,30
Slc38a6,40,14,45,61,123,68
D830013O20Rik,0,0,0,0,0,0
Tmem30b,6,5,0,0,8,2
2210039B01Rik,0,0,0,0,0,0
Prkch,126,54,76,63,126,59
Hif1a,1511,1803,1624,2078,4355,3795
Snapc1,98,57,119,42,131,150
Syt16,0,0,0,0,0,0
1700086L19Rik,0,0,0,0,0,0
Dbpht2,0,0,0,0,0,0
Kcnh5,0,1,0,0,2,0
Rhoj,5,8,23,22,1,14
Gphb5,0,15,0,0,0,0
Ppp2r5e,212,179,195,151,367,349
Wdr89,446,412,732,581,786,945
Rplp2-ps1,433,409,732,579,786,945
Sgpp1,77,33,47,96,98,72
Syne2,175,100,187,146,502,545
Mir5101,0,0,2,3,2,1
Esr2,0,0,0,0,0,0
Tex21,0,5,0,0,0,0
Mthfd1,91,29,50,32,37,58
Akap5,0,0,8,1,5,0
Zbtb25,16,11,17,36,16,28
Zbtb1,361,149,208,100,550,414
Hspa2,74,29,80,71,288,268
Ppp1r36,0,1,0,0,1,0
Gm10451,0,0,0,0,0,0
Mir5135,0,0,0,0,7,0
Plekhg3,97,57,71,26,209,131
AI463170,0,0,0,0,0,0
Sptb,0,6,0,0,1,12
Churc1,22,14,0,18,25,12
Gpx2,0,0,0,0,3,13
Rab15,3,0,0,6,9,1
Fntb,6,1,7,0,25,0
Max,838,842,873,696,612,709
Fut8,194,76,105,107,197,146
Gphn,74,36,61,37,98,74
Fam71d,0,0,0,0,10,0
Mpp5,392,431,340,487,677,624
Atp6v1d,1050,1107,1400,1405,1245,929
Eif2s1,517,463,338,457,645,546
Plek2,0,3,0,0,4,1
Tmem229b,140,53,105,63,129,101
Plekhh1,1,5,1,0,7,0
Pigh,65,7,19,9,10,18
9230116L04Rik,9,0,0,0,5,10
Arg2,23,25,11,17,160,95
Vti1b,381,236,321,187,316,322
Rdh11,122,49,84,55,108,67
Rdh12,1,1,1,11,16,11
Zfyve26,293,291,585,386,435,308
Rad51b,0,1,14,1,4,0
9430078K24Rik,0,0,0,0,0,0
Zfp36l1,552,708,908,1054,1153,1251
2310015A10Rik,1,3,22,5,18,6
Actn1,269,219,126,191,347,264
Dcaf5,229,144,181,115,277,192
Mir1843a,0,13,0,1,0,0
Scarna3b,0,13,0,1,0,0
Exd2,58,8,63,1,33,15
2310002D06Rik,0,0,0,0,0,0
Galnt16,0,0,0,0,4,4
Erh,69,88,73,16,116,87
Slc39a9,240,180,163,77,267,231
Plekhd1os,0,0,0,0,0,0
Plekhd1,0,1,0,0,0,0
Ccdc177,0,0,0,0,0,0
Susd6,433,437,386,525,618,630
1700052I22Rik,0,0,0,0,0,0
Gm20337,0,0,0,0,5,9
Srsf5,941,660,925,788,1571,1499
Slc10a1,0,0,1,0,0,0
Smoc1,0,0,0,8,6,2
Mir3067,0,0,0,0,0,0
Slc8a3,21,0,0,0,2,0
Cox16,39,5,75,48,60,15
Synj2bp-cox16,50,16,76,58,91,43
Gm4787,0,0,0,0,0,0
Adam4,0,0,0,0,0,3
Synj2bp,128,101,141,106,186,167
Adam21,0,0,0,0,0,0
Med6,147,70,57,89,193,117
Ttc9,0,0,2,0,9,5
Map3k9,69,42,37,33,44,42
Pcnx,477,591,610,481,745,686
Sipa1l1,204,132,172,257,614,407
Rgs6,2,1,0,3,0,0
1700085C21Rik,2,0,0,0,6,0
Dpf3,0,0,1,0,0,0
Dcaf4,5,3,8,12,13,17
Zfyve1,121,136,134,107,121,132
Rbm25,1120,922,1145,1287,2701,2436
Psen1,454,342,444,334,603,704
Papln,4,2,0,1,0,0
Numb,221,229,165,159,801,609
2410016O06Rik,31,34,23,32,57,58
Acot2,19,4,55,33,1,4
Acot1,1,1,5,0,0,23
Acot4,0,0,0,0,0,0
Acot3,15,0,0,3,0,0
Acot5,0,2,0,3,0,0
Acot6,0,3,0,6,11,0
Dnal1,0,0,0,12,0,0
Pnma1,2,0,0,0,0,0
Elmsan1,187,211,295,249,347,310
Ptgr2,56,25,30,37,59,62
Zfp410,72,80,31,66,107,77
Fam161b,0,2,1,0,2,5
Coq6,11,5,28,1,4,12
Entpd5,67,40,58,33,47,46
Ccdc176,0,1,0,0,5,0
Rnf113a2,52,39,26,59,105,133
Aldh6a1,15,15,13,1,1,19
Lin52,12,8,15,2,65,40
Vsx2,0,0,0,0,0,0
Abcd4,10,22,14,19,29,17
Vrtn,0,0,0,0,0,0
Syndig1l,9,3,0,2,1,1
Npc2,3108,2695,2464,2148,2592,2789
Isca2,25,10,13,10,22,20
Ltbp2,0,0,0,0,0,3
D030025P21Rik,0,0,0,0,0,0
Arel1,346,213,255,193,437,534
Fcf1,223,97,124,128,219,171
Ylpm1,392,192,438,380,678,676
Prox2,12,0,8,4,2,2
Dlst,480,327,315,295,653,449
Rps6kl1,0,0,0,0,0,0
Pgf,901,2647,1110,1842,938,922
Eif2b2,156,206,123,179,187,247
Mlh3,50,41,42,30,23,56
Mir6938,0,0,0,0,0,0
Acyp1,7,0,2,2,0,1
Zc2hc1c,0,8,1,1,3,2
Nek9,276,127,240,99,262,272
Tmed10,782,619,915,526,831,763
Fos,553,426,986,1116,704,670
Jdp2,984,1111,643,1379,961,984
Batf,32,180,66,183,180,177
Mfsd7c,3,1,4,0,15,5
0610007P14Rik,39,15,14,16,12,63
Ttll5,71,42,56,65,102,88
Tgfb3,1,39,5,33,17,14
Ift43,12,1,0,0,0,26
Gm805,0,0,0,0,20,0
Gpatch2l,113,107,122,111,252,211
Esrrb,0,0,0,0,0,0
Vash1,27,23,2,15,38,16
Angel1,16,5,13,0,2,7
Lrrc74a,0,0,0,0,0,0
Irf2bpl,134,196,149,263,101,85
Cipc,253,348,232,256,197,240
Zdhhc22,0,0,0,0,0,0
Tmem63c,15,1,1,0,1,0
Ngb,0,0,0,0,0,0
Pomt2,71,56,55,25,80,61
Gstz1,7,5,27,9,16,10
Tmed8,48,53,22,77,52,88
Samd15,1,0,0,0,3,5
Noxred1,0,1,0,1,22,7
Vipas39,313,224,236,167,330,409
Ahsa1,277,243,324,321,328,352
Ism2,0,0,0,0,1,1
Sptlc2,568,595,575,484,1157,983
Alkbh1,64,97,84,71,177,137
Mir3068,0,4,9,4,5,5
Nrp,6,12,26,38,47,42
Slirp,21,44,80,40,77,115
Snw1,643,572,571,526,1000,939
Gm8300,0,0,0,0,0,0
Gm2042,0,6,0,0,0,0
Oog1,0,2,0,0,0,0
BB287469,0,0,0,0,0,0
Gm4027,0,0,0,0,0,0
Gm16381,3,0,0,0,0,6
Gm21319,0,2,0,0,0,0
Gm1995,0,1,0,0,0,0
Gm2016,0,0,0,0,0,0
Gm2022,0,0,0,0,0,0
Gm10436,0,0,0,1,14,0
Gm5662,0,0,0,0,0,2
Gm7104,0,0,0,0,0,9
Gm5039,0,2,2,1,0,10
Adck1,17,20,13,28,21,36
3200001D21Rik,0,0,0,0,0,0
Nrxn3,3,0,0,0,1,0
Dio2,46,29,0,13,172,112
Cep128,116,39,90,95,132,92
5430427M07Rik,12,1,0,0,0,0
Mir669c,0,0,0,0,0,0
Tshr,0,0,0,0,0,0
Gtf2a1,1226,868,852,519,1321,1103
Ston2,316,255,328,220,364,288
Sel1l,725,563,631,478,1161,810
4930559C10Rik,0,0,0,0,0,0
Mir8099-2,0,0,5,9,0,4
Mir8099-1,0,0,5,9,0,4
Flrt2,39,0,61,12,54,57
1700019M22Rik,0,0,0,0,0,0
Galc,155,77,51,67,146,151
Gpr65,116,43,151,122,153,91
Kcnk10,0,3,0,3,6,9
Spata7,8,0,0,16,1,0
Ptpn21,28,60,24,6,31,27
Zc3h14,245,159,265,239,216,280
Eml5,13,4,55,8,80,66
Ttc8,0,6,0,0,2,8
4930474N09Rik,0,0,0,0,0,0
Foxn3,125,139,290,275,309,270
1700064M15Rik,0,0,0,0,0,0
Efcab11,0,0,8,1,0,13
Tdp1,33,17,35,11,26,13
Kcnk13,653,488,439,378,352,367
Psmc1,940,943,567,450,1294,1134
Nrde2,75,35,95,30,124,150
Gm10433,0,0,5,2,1,0
Calm1,5287,4053,3002,3198,8871,7430
Gm10432,0,4,0,1,0,0
Ttc7b,64,83,88,107,60,146
Rps6ka5,32,15,17,47,100,121
9030617O03Rik,27,13,6,23,109,57
Gpr68,144,252,112,107,321,439
Ccdc88c,57,38,170,142,313,259
Mir1190,0,0,1,0,8,4
Smek1,839,641,836,447,1206,1077
D130020L05Rik,20,8,13,9,10,8
Kif4-ps,0,0,0,0,0,0
Catsperb,0,0,0,0,0,0
Tc2n,0,0,3,0,0,7
Fbln5,14,17,11,9,4,5
Trip11,504,418,696,509,1177,767
Atxn3,163,111,113,86,197,187
Cpsf2,417,224,340,346,594,395
Slc24a4,0,0,0,0,0,0
Rin3,140,170,173,154,196,201
Lgmn,3872,3993,4400,4403,3853,3680
Golga5,223,205,174,183,309,267
Chga,0,0,0,0,14,13
Itpk1,138,24,63,65,149,120
Mir1936,0,0,3,0,0,0
Moap1,77,59,135,80,140,139
Gm20604,92,71,140,87,145,148
Tmem251,130,250,282,283,126,103
AK010878,28,43,34,28,32,25
Ubr7,90,46,65,105,69,98
Btbd7,352,266,309,242,542,453
Cox8c,0,0,0,0,0,0
Unc79,1,1,0,0,2,1
Prima1,0,1,0,0,0,0
Fam181a,0,0,0,0,0,0
Asb2,198,41,177,90,136,217
Otub2,18,0,26,16,13,12
Ddx24,1103,962,890,1039,1542,1328
Ifi27l2a,411,193,275,369,392,605
Ifi27,82,52,74,93,64,86
Ifi27l2b,1,0,0,0,2,5
Ppp4r4,0,8,5,0,0,0
Serpina10,0,0,0,0,0,0
Serpina6,0,0,0,1,0,0
Serpina1f,0,0,0,0,0,0
Serpina1b,3,0,0,0,0,0
Serpina1d,0,0,0,0,2,0
Serpina1a,0,0,0,0,1,0
Serpina1c,0,0,0,0,1,0
Serpina1e,0,0,0,0,4,0
Serpina11,0,0,0,0,1,0
Serpina9,0,0,0,0,0,0
Serpina12,0,0,0,0,0,1
Serpina4-ps1,0,0,0,0,0,0
Serpina5,0,0,0,0,0,0
Serpina3a,0,2,0,0,8,0
Serpina3b,1,1,0,0,0,1
Serpina3c,0,10,0,2,5,0
Serpina3g,107,14,107,158,177,253
Serpina3f,8,12,57,90,61,106
Serpina3h,0,0,1,0,0,2
Serpina3i,0,0,1,1,4,7
Serpina3j,0,0,0,0,0,2
Serpina3k,0,0,0,0,0,0
Serpina3m,0,0,0,0,15,0
Serpina3n,24,15,0,19,122,157
Gsc,0,0,0,0,0,0
Dicer1,281,194,249,371,366,307
Clmn,5,16,1,0,11,13
Syne3,194,276,325,408,232,264
Snhg10,0,22,0,3,3,5
Scarna13,41,14,73,108,144,200
Mir3069,3,1,0,18,1,17
Glrx5,10,45,33,35,48,54
Tcl1b2,0,0,0,0,0,0
Tcl1b1,0,0,0,0,0,0
Tcl1b5,8,0,0,0,0,0
Tcl1b3,0,0,0,0,0,0
Tcl1b4,0,0,0,0,0,0
Tcl1,0,0,0,1,0,0
Tunar,0,0,0,0,0,0
Gm2721,0,0,0,0,0,0
D430019H16Rik,0,2,4,2,4,0
AU015791,0,0,0,0,0,0
Bdkrb2,8,2,0,0,0,4
Bdkrb1,2,0,0,0,4,9
Atg2b,178,97,205,208,285,238
Gskip,40,44,48,16,74,74
Ak7,1,0,0,0,19,18
Papola,764,840,736,818,1477,866
Vrk1,92,24,30,116,126,136
1700121N20Rik,0,0,0,0,0,15
4933406K04Rik,0,0,0,0,0,0
4930465M20Rik,0,0,0,0,0,0
Bcl11b,17,6,4,24,2,21
Setd3,532,295,515,407,490,394
Ccnk,167,177,268,261,465,360
Ccdc85c,2,2,0,15,3,12
Hhipl1,0,0,0,0,4,2
Cyp46a1,0,0,4,0,9,0
Eml1,2,14,9,17,9,4
Gm16596,0,0,0,0,0,0
Evl,308,253,394,332,369,410
Mir342,8,1,4,7,21,7
Degs2,10,1,0,0,3,12
Yy1,346,314,424,312,444,517
Slc25a29,0,0,0,5,25,0
Mir345,8,5,0,0,16,2
Slc25a47,0,0,0,0,2,12
Wars,253,125,143,90,241,192
Wdr25,12,8,2,18,2,5
Begain,0,0,0,0,0,6
Dlk1,0,2,0,0,0,0
Meg3,14,0,0,1,11,2
Mir1906-2,0,0,0,0,0,0
Mir1906-1,0,0,0,0,0,0
Mir770,0,0,0,0,0,0
Mir673,0,0,0,0,3,0
Mir493,0,0,0,0,0,0
Mir337,0,0,0,0,0,0
Mir3544,0,0,0,0,0,0
Mir540,0,0,0,0,0,0
Mir665,0,0,0,0,0,0
Mir3070a,0,0,0,0,0,0
Mir3070b,0,0,0,0,0,0
Rtl1,0,0,0,0,0,0
Mir431,0,0,0,0,0,0
