gene,Control,Control,Control,M2b,M2b,M2b
Vav1,770,3323,2995,4366,2396,2793
Adgre1,1421,9589,7025,7615,6833,6587
Vmn2r120,0,0,0,0,0,0
Cntnap5c,0,0,0,0,0,0
Pdzph1,0,0,0,0,0,0
Nudt12,6,27,23,14,11,17
Efna5,0,0,0,0,0,0
Fbxl17,62,466,388,387,330,314
4930405O22Rik,3,7,2,5,4,4
Fer,140,528,466,843,400,374
1110058D11Rik,0,0,0,0,0,0
Pja2,195,878,753,1155,540,615
Mir6420,0,0,0,0,0,0
AU016765,0,0,0,0,0,0
Man2a1,169,1158,1221,1031,896,1044
Dreh,0,0,0,0,0,0
Tmem232,0,0,0,0,1,3
Vapa,310,1602,1424,1830,1121,1293
Txndc2,0,0,1,4,8,1
Rab31,424,3242,2727,1985,1954,2245
Ppp4r1,155,1145,1060,1083,852,937
Ralbp1,296,1221,1057,1485,631,759
Twsg1,47,446,481,320,296,446
Ankrd12,170,679,562,854,475,392
Ndufv2,232,1403,1283,1359,851,1099
Wash1,59,476,376,340,232,282
Ddx11,25,90,124,91,54,116
Mtcl1,0,0,0,0,0,0
Rab12,142,1164,902,1565,900,990
Themis3,0,0,0,0,0,0
Ptprm,1,5,2,8,1,5
Mir5709,0,0,0,0,0,0
Lrrc30,0,0,0,0,0,0
Lama1,0,0,0,0,0,0
Arhgap28,2,24,21,20,13,13
L3mbtl4,0,0,0,0,0,0
Tmem200c,0,0,0,0,0,0
Epb4.1l3,0,8,8,8,2,6
2410021H03Rik,0,0,0,0,0,0
Zbtb14,27,226,176,192,146,147
C030034I22Rik,4,19,12,11,12,5
A330050F15Rik,0,0,0,0,0,0
Dlgap1,1,0,1,0,2,0
Tgif1,122,958,835,759,626,632
Myl12b,144,1627,1319,1228,863,1122
Myl12a,293,1866,1529,2458,1131,1490
Myom1,1,23,4,10,9,3
Lpin2,189,989,542,882,641,538
Emilin2,293,2444,2408,1788,1509,2056
Gm4566,0,0,0,1,0,0
Smchd1,246,1394,1827,1239,995,1328
Ndc80,63,265,428,169,88,262
Spdya,2,0,0,2,0,1
Trmt61b,6,60,45,52,33,52
Wdr43,406,1163,1127,2592,1091,1238
Snord92,0,1,0,3,3,5
Snord53,0,6,1,8,7,4
Fam179a,0,0,0,0,0,0
BC027072,0,0,0,0,0,0
Clip4,0,0,0,0,0,0
Alk,0,0,0,0,0,0
Ypel5,166,1315,1083,774,708,761
Lbh,58,373,290,258,148,163
Lclat1,35,314,298,219,224,205
Capn13,0,0,0,0,0,0
Galnt14,0,0,0,0,0,0
Ehd3,0,5,0,0,0,0
Xdh,416,3441,2624,2603,2392,2584
Srd5a2,0,0,0,0,0,0
Memo1,88,488,467,493,341,412
Dpy30,40,131,160,242,46,104
Spast,103,683,721,670,503,619
Slc30a6,9,103,109,95,86,97
Nlrc4,13,106,107,89,92,84
Yipf4,64,313,280,320,234,257
Birc6,543,2860,3587,3437,2844,3019
Ttc27,43,328,314,300,229,286
Ltbp1,0,6,1,4,5,5
Rasgrp3,57,349,393,193,126,233
Fam98a,35,224,198,276,201,271
Gm4710,0,0,0,0,0,0
Crim1,9,92,94,74,80,69
Fez2,96,604,484,489,363,424
Vit,0,0,0,0,0,0
Strn,140,797,768,786,580,579
Heatr5b,62,415,477,323,338,338
Gpatch11,102,131,117,411,84,101
Gm6548,71,424,457,274,508,740
Eif2ak2,302,1901,1736,2300,1024,1404
Sult6b1,1,0,0,3,2,4
Cebpzos,31,182,144,199,102,93
Cebpz,166,755,694,1150,517,648
Ndufaf7,17,141,125,115,76,114
Prkd3,108,848,989,742,648,795
Qpct,44,230,287,243,172,275
Cdc42ep3,32,198,241,166,118,181
4930429F11Rik,0,0,0,0,0,0
Gm10494,0,0,0,0,0,0
Rmdn2,19,103,98,108,56,90
Cyp1b1,0,3,0,1,1,0
Atl2,67,592,716,393,479,544
Hnrnpll,122,561,489,425,350,501
Galm,15,123,105,113,101,129
Srsf7,132,1019,971,1006,820,1048
Ttc39d,0,0,0,1,0,0
Gemin6,15,69,92,78,46,82
Dhx57,58,252,271,255,146,196
Morn2,0,34,33,17,22,21
Arhgef33,0,2,0,0,0,2
Gm10190,0,0,0,0,0,1
Sos1,100,696,633,603,484,561
Cdkl4,0,2,3,2,1,3
Map4k3,440,2468,1854,2960,1579,1491
C230072F16Rik,0,0,0,0,0,0
Tmem178,3,31,23,13,18,16
Thumpd2,11,46,34,58,28,38
Slc8a1,125,772,691,643,506,562
Gm19689,0,0,0,0,0,0
Pkdcc,1,25,8,13,8,9
Eml4,148,772,762,985,647,724
Cox7a2l,135,908,825,640,529,675
Kcng3,0,0,0,1,1,0
Mta3,111,659,546,558,304,283
Haao,2,18,29,10,9,23
8430430B14Rik,0,0,0,0,0,0
4933433H22Rik,0,0,0,1,1,0
Zfp36l2,605,3907,3312,3165,2616,2833
Thada,38,264,273,255,239,281
Plekhh2,19,99,83,106,71,64
Dync2li1,5,18,10,26,5,11
Abcg5,0,0,0,0,1,0
Abcg8,0,0,0,0,0,0
Lrpprc,156,1128,1139,1019,848,929
1110020A21Rik,0,0,5,0,0,1
Ppm1b,188,647,713,1123,489,571
Slc3a1,0,1,0,3,2,2
Prepl,21,269,228,167,146,191
Camkmt,5,45,41,43,30,30
Six3os1,0,0,0,0,0,0
Six3,0,0,0,0,0,0
Six2,0,0,0,0,0,0
Srbd1,31,185,229,208,180,197
Prkce,25,111,94,80,73,76
2010106C02Rik,0,0,0,0,1,0
Epas1,2,46,27,37,17,26
Tmem247,0,0,0,0,0,0
Atp6v1e2,0,0,0,0,0,0
Rhoq,51,340,273,286,250,267
Pigf,17,94,84,82,62,94
Cript,54,349,299,321,221,232
Socs5,87,731,659,490,375,485
C330024C12Rik,0,5,1,0,0,1
Mcfd2,136,1081,941,984,808,922
4833418N02Rik,1,2,3,3,2,7
Ttc7,69,509,511,377,372,415
1700011E24Rik,0,2,2,5,5,0
Calm2,1464,7277,6000,9890,3854,4435
Epcam,0,0,2,0,0,1
Msh2,51,372,351,225,160,217
Kcnk12,5,21,44,15,18,26
Msh6,143,676,757,632,382,561
Fbxo11,236,1366,1123,1354,808,858
Gm4832,0,0,0,0,0,0
Foxn2,127,842,834,802,796,744
Ppp1r21,92,515,511,587,347,426
Ston1,2,7,8,7,2,8
Gtf2a1l,0,0,0,0,0,0
Lhcgr,0,0,0,0,0,0
Fshr,0,0,0,0,0,0
4933400B14Rik,0,0,0,0,0,0
Gm4719,0,0,0,0,0,0
Nrxn1,0,0,0,0,0,0
4930480K15Rik,0,0,0,0,0,0
Adcyap1,0,0,0,0,0,0
Mettl4,21,151,142,126,129,122
2700099C18Rik,11,62,91,54,28,63
Gm1976,6,22,31,51,17,19
Gm20939,5,41,26,26,15,27
Vmn1r238,0,0,0,0,0,0
Crem,12,103,87,97,55,62
Gm6225,0,0,1,1,0,0
Cul2,107,880,730,593,571,610
Bambi,1,39,11,12,11,12
Lyzl1,0,0,0,0,0,0
Map3k8,16,136,129,114,85,99
4833419F23Rik,4,13,11,27,8,13
Mtpap,61,406,344,457,313,362
9430020K01Rik,8,57,43,55,44,44
Gm10556,0,0,0,0,0,0
Svil,83,436,414,404,233,292
Zfp438,3,62,51,48,29,45
Gm10125,0,1,0,3,1,0
Zeb1,16,59,53,129,84,75
Arhgap12,131,933,816,850,528,583
Kif5b,1118,5475,5263,7098,3885,4570
Epc1,74,552,516,533,438,494
Mir1893,12,27,18,56,13,16
4921524L21Rik,0,0,0,0,0,0
Rab18,170,1185,950,1087,799,908
Mkx,0,0,0,0,0,0
Armc4,0,0,0,0,1,0
Mpp7,20,138,169,133,122,125
Wac,191,1525,1348,1265,1019,1111
Fzd8,0,2,2,1,1,1
Gjd4,0,0,0,0,0,0
Ccny,183,1494,1239,1093,1029,1138
Cetn1,0,0,1,0,0,0
Colec12,55,341,337,339,230,250
Thoc1,135,823,759,944,618,708
Usp14,148,1348,1329,1062,1077,1187
Rock1,806,2646,2567,4527,1901,1930
Greb1l,0,2,1,0,0,1
Esco1,91,436,461,565,331,368
Snrpd1,92,473,511,799,345,445
Abhd3,2,28,18,24,9,9
4930563E18Rik,0,0,0,0,0,0
Mib1,222,1273,1352,1472,1065,1145
Mir133a-1,0,0,0,0,0,0
Mir1b,0,1,1,3,2,0
Mir1a-2,0,0,0,0,0,0
1010001N08Rik,0,0,0,0,0,0
Gata6,0,0,0,0,0,0
Rbbp8,101,444,469,519,283,372
Gm6277,0,0,0,0,0,0
Cables1,2,1,1,1,3,3
Mir1901,0,0,0,0,0,0
Tmem241,5,86,73,63,63,57
Riok3,470,3043,2536,3292,2668,2762
3110002H16Rik,56,424,474,425,343,433
Npc1,339,2392,2074,1677,1892,1998
Ankrd29,12,31,43,31,28,52
Lama3,41,295,266,297,217,187
Ttc39c,8,99,91,82,62,64
Mir1948,0,0,2,0,0,2
Cabyr,0,8,4,3,1,2
Osbpl1a,57,334,304,316,198,212
Impact,92,518,316,368,284,321
Hrh4,0,0,0,0,0,0
Zfp521,0,1,0,0,0,0
8430422H06Rik,0,0,0,0,0,0
Ss18,81,751,733,769,529,618
Psma8,4,22,8,24,18,9
Taf4b,22,95,135,129,128,110
Kctd1,20,65,57,52,41,50
4933424G05Rik,0,0,0,0,0,0
Aqp4,0,0,0,0,0,0
Chst9,0,0,0,0,0,0
Cdh2,0,0,0,0,0,0
Gm15328,0,0,0,0,0,0
1700001G01Rik,0,0,0,0,0,0
4921533I20Rik,0,0,0,0,0,0
4930545E07Rik,0,0,0,0,0,0
Dsc3,0,0,0,0,0,0
Dsc2,0,0,0,0,0,0
Dsc1,0,0,0,0,0,0
Dsg1c,0,0,0,0,0,0
Dsg1a,0,0,0,0,0,0
Dsg1b,0,0,0,0,0,0
Dsg4,0,0,0,0,0,0
Dsg3,0,0,0,0,0,0
Dsg2,0,0,0,0,1,0
Ttr,0,0,0,0,0,0
B4galt6,552,4035,3135,3153,2715,2669
Trappc8,210,1332,1357,1225,877,1076
Rnf125,0,3,10,6,5,2
Rnf138,34,213,195,178,176,180
Mep1b,0,0,0,0,0,0
Garem,1,10,13,5,16,4
Klhl14,0,0,0,0,0,0
4930426D05Rik,0,0,0,0,0,0
Ccdc178,0,0,0,0,0,0
Asxl3,0,0,0,0,0,0
Nol4,0,0,1,0,0,2
Gm7788,0,0,3,0,0,0
Dtna,0,0,0,0,0,0
Gm15972,0,1,0,4,0,0
Mapre2,198,1106,1063,1008,830,916
Mir6360,0,0,0,0,0,0
Zfp397,54,555,498,499,425,470
Zfp35,48,298,250,325,180,254
Zfp191,88,480,403,415,333,302
Ino80c,79,457,435,317,334,403
Galnt1,133,990,886,782,672,810
Mir187,0,0,0,0,0,0
2700062C07Rik,12,122,69,122,50,73
Rprd1a,51,181,208,186,120,161
Slc39a6,190,1468,1344,1352,1125,1245
Elp2,115,718,657,613,444,606
Mocos,112,1084,853,652,668,694
Fhod3,1,16,16,17,10,12
Tpgs2,21,195,234,197,150,262
AW554918,59,370,369,368,231,298
Celf4,0,1,5,1,4,2
4930474G06Rik,0,0,0,0,0,0
4930578E11Rik,0,0,1,0,0,0
4930527G23Rik,0,0,0,0,0,0
Pik3c3,105,566,525,450,330,349
Rit2,0,0,0,0,0,0
Syt4,0,0,0,0,0,0
Slc25a46,220,1209,1142,1242,941,953
Sap130,97,662,595,560,372,435
Ammecr1l,68,611,502,477,444,520
Polr2d,33,209,214,226,147,174
Wdr33,116,1206,1030,977,916,886
Sft2d3,7,21,26,14,28,19
Lims2,6,35,35,46,41,29
Gpr17,1,0,0,4,1,0
Myo7b,0,1,0,0,0,0
Iws1,219,735,745,1185,627,637
Proc,0,0,0,0,0,0
Map3k2,212,1222,1246,1079,940,980
Ercc3,168,716,699,930,517,552
A830052D11Rik,1,3,1,5,2,1
Bin1,168,1420,1289,1346,1071,1176
Gypc,5,64,101,65,45,71
4930455D15Rik,0,0,1,0,0,0
Tslp,0,0,0,0,0,0
Wdr36,80,535,480,503,466,551
Mir6361,0,0,0,0,0,0
Camk4,0,1,1,1,0,0
Stard4,31,282,248,148,169,185
Nrep,0,2,1,5,1,4
Gm10549,0,0,0,0,0,0
Epb4.1l4aos,4,32,29,21,15,23
Epb4.1l4a,0,0,0,0,0,0
Gm10548,0,1,3,2,3,5
Apc,180,1070,919,1096,623,669
Srp19,92,341,355,469,177,255
Reep5,340,3044,2769,2601,1869,2452
Pkd2l2,0,2,8,7,2,2
Fam13b,106,423,466,665,328,361
Wnt8a,0,0,0,0,0,0
Nme5,0,0,0,0,0,0
4933408B17Rik,0,3,1,1,2,6
Brd8,136,510,612,774,361,476
Kif20a,46,292,626,132,116,436
Cdc23,90,701,685,541,457,546
Gfra3,0,0,0,0,0,0
Cdc25c,3,31,93,18,17,63
Fam53c,60,392,371,307,305,372
Kdm3b,216,1553,1471,1145,940,992
Reep2,0,1,0,0,0,0
Egr1,12,133,122,84,74,126
Etf1,527,2482,2438,3298,1974,2328
Hspa9,1541,5672,5535,8153,4425,4803
Ctnna1,463,2850,2795,2799,1811,2147
Lrrtm2,0,0,0,1,5,0
Sil1,34,291,234,312,179,183
Snhg4,2,50,38,41,39,35
Mir1949,6,7,10,20,15,14
Snora74a,0,24,33,53,13,23
Matr3,441,2711,2693,2893,2034,2468
Paip2,201,867,814,1287,495,568
Slc23a1,0,0,0,0,3,0
Mzb1,0,0,0,0,0,0
Prob1,0,0,1,1,1,6
Spata24,7,25,21,22,20,14
Dnajc18,67,391,319,423,241,264
Ecscr,0,1,1,1,0,2
1700066B19Rik,0,5,0,3,0,1
Tmem173,31,288,279,219,170,233
Ube2d2a,269,1947,1827,1684,1353,1570
Cxxc5,0,4,4,2,0,4
Psd2,0,4,2,4,0,0
Nrg2,0,4,5,1,1,0
4930471G03Rik,0,0,0,0,0,0
Pura,96,439,423,628,306,370
Igip,2,12,21,12,10,16
Cystm1,0,5,5,0,2,1
Pfdn1,103,207,249,705,120,187
Hbegf,1,7,15,8,16,12
Slc4a9,0,0,1,0,1,0
Ankhd1,412,2036,1945,2173,1368,1408
Eif4ebp3,4,30,44,24,24,29
Sra1,74,418,402,440,272,366
Apbb3,6,48,36,44,57,66
Slc35a4,99,820,781,744,697,821
E230025N22Rik,0,3,13,13,3,3
Cd14,500,4729,4716,4231,4068,6414
Tmco6,5,39,40,36,33,24
Ndufa2,69,839,735,678,543,727
Ik,868,3593,3085,5353,2114,2489
Wdr55,35,218,188,315,162,266
Dnd1,0,4,5,8,2,3
Hars,81,596,557,617,430,628
Hars2,25,232,207,141,155,167
Zmat2,448,1127,995,2300,855,973
Vaultrc5,2,5,6,16,2,10
Gm6756,0,0,4,0,0,2
Pcdha1,1,1,2,0,3,2
Pcdha2,1,1,2,0,3,2
Pcdha3,1,1,2,0,3,2
Gm37013,34,279,290,249,227,284
Pcdha4,1,1,2,0,3,2
Pcdha5,1,1,2,0,3,2
Gm38666,34,279,290,249,227,284
Pcdha6,1,1,2,0,3,2
Pcdha7-g,34,279,290,249,227,284
Pcdha7,1,1,2,0,3,2
Pcdha8,1,1,2,0,3,2
Pcdha9,1,1,2,0,3,2
Pcdha10,1,1,2,0,3,2
Pcdha11,1,1,2,0,3,2
Pcdha12,1,1,2,0,3,2
Pcdhac1,1,1,2,0,3,2
Pcdhac2,2,3,5,0,8,4
Pcdhb1,0,0,0,0,0,0
Pcdhb2,0,0,0,0,0,0
Pcdhb3,0,0,0,0,0,0
Pcdhb4,0,0,0,0,1,0
Pcdhb5,0,0,0,0,0,1
Pcdhb6,0,0,0,0,0,0
Pcdhb7,0,0,0,0,0,0
Pcdhb8,0,0,0,0,0,0
Pcdhb9,0,0,0,0,0,0
Pcdhb10,0,0,0,0,0,0
Pcdhb11,0,0,0,0,0,0
Pcdhb12,0,0,0,0,0,0
Pcdhb13,0,0,0,0,0,0
Pcdhb14,0,1,0,0,1,0
Pcdhb15,0,0,0,0,0,0
Pcdhb16,0,0,0,0,0,0
Pcdhb17,0,1,0,1,0,2
Pcdhb18,0,0,0,0,0,0
Pcdhb19,0,2,0,0,0,0
Pcdhb20,0,0,0,0,0,0
Pcdhb21,0,0,0,0,0,0
Pcdhb22,0,4,1,0,3,0
Slc25a2,0,11,5,2,6,5
Taf7,56,216,241,357,183,193
Pcdhga1,34,280,295,257,228,285
Pcdhga2,34,280,292,249,228,285
Pcdhga3,36,279,291,249,228,285
Pcdhgb1,34,283,290,249,227,284
Pcdhga4,34,279,290,249,227,284
Pcdhgb2,37,299,313,257,247,292
Pcdhga5,34,282,292,253,229,288
Pcdhga6,34,282,291,250,228,284
Pcdhga7,34,281,291,251,228,287
Pcdhgb4,35,292,305,254,236,295
Pcdhga8,35,288,300,252,233,289
Pcdhgb5,36,294,305,266,239,295
Pcdhga9,34,285,294,250,230,291
Pcdhgb6,35,322,317,267,248,314
Pcdhga10,37,296,304,258,233,291
Pcdhgb7,38,305,326,280,250,300
Pcdhga11,34,284,293,252,229,292
Pcdhgb8,34,283,290,250,229,284
Pcdhga12,34,287,292,259,233,295
Pcdhgc3,69,630,672,489,474,646
Pcdhgc4,34,287,300,261,232,296
Pcdhgc5,34,280,293,254,228,287
Diap1,956,6387,5725,5785,4315,4831
Mir6979,5,8,15,19,11,6
Hdac3,35,453,412,293,319,358
Rell2,1,6,2,15,6,8
Fchsd1,27,170,135,153,116,116
Arap3,88,752,622,396,364,452
Mir6981,1,6,1,1,3,1
Mir6980,0,0,0,1,0,0
Pcdh1,0,0,0,3,0,0
1700086O06Rik,1,7,7,4,7,4
0610009O20Rik,22,207,170,145,122,124
Pcdh12,0,0,0,0,0,1
Rnf14,71,670,643,539,528,584
Gnpda1,117,1039,951,666,598,627
Ndfip1,313,1623,1206,1468,891,958
Spry4,0,1,1,1,1,0
Fgf1,0,3,0,0,0,0
Gm5820,0,0,0,0,0,0
Arhgap26,24,134,161,106,105,99
Nr3c1,210,1270,1186,1238,1073,946
Pabpc2,0,0,0,0,0,1
Yipf5,42,404,394,287,259,350
2900055J20Rik,0,0,0,0,0,0
Kctd16,0,0,0,0,0,0
Prelid2,1,20,26,11,11,26
Grxcr2,0,0,0,0,0,0
Sh3rf2,0,0,0,0,0,0
Plac8l1,0,0,0,0,0,0
Lars,257,1326,1242,1213,892,1076
Gm4013,0,1,0,0,2,0
Rbm27,336,1662,1544,1950,1204,1444
Pou4f3,0,0,0,0,0,0
Tcerg1,480,1666,1399,3070,1135,1340
Gpr151,0,0,0,0,0,0
Ppp2r2b,0,0,0,0,0,0
Stk32a,0,0,0,0,0,0
Dpysl3,0,0,0,0,0,0
Jakmip2,0,0,0,0,0,0
Spink1,0,0,0,0,0,0
Scgb3a2,0,0,0,0,0,0
Gm94,0,0,0,0,0,0
Spink5,0,0,1,0,0,0
Spink14,0,0,0,0,0,0
Spink6,0,0,0,0,0,0
Spink12,0,0,0,0,0,0
Gm10267,0,0,0,0,0,0
Spinkl,0,0,0,0,0,0
Spink11,0,0,0,0,0,0
Npy6r,0,0,0,0,0,0
Myot,0,0,0,0,0,0
Dcp2,175,928,1068,983,855,935
Mcc,0,0,0,0,0,0
A930012L18Rik,0,0,0,0,0,0
Ythdc2,56,332,297,356,276,329
Kcnn2,0,0,0,0,0,0
A330093E20Rik,0,0,0,0,0,0
Trim36,55,205,188,212,162,156
Pggt1b,31,294,199,229,180,200
Ccdc112,34,45,46,151,28,40
Mospd4,0,0,1,0,0,2
Fem1c,80,552,448,380,399,374
Ticam2,47,288,311,267,181,241
Tmed7,255,2086,1859,1390,1571,1691
Eif1a,157,1381,1225,1353,1173,1361
Cdo1,1,8,3,0,2,0
Atg12,67,719,572,482,428,498
Ap3s1,110,550,414,677,333,447
Lvrn,0,0,0,0,0,0
Arl14epl,0,0,0,0,0,0
Commd10,79,871,801,618,581,708
Sema6a,0,1,1,0,0,0
9130209A04Rik,0,0,0,0,0,0
Gm5095,0,0,0,0,0,0
G630055G22Rik,0,0,0,0,0,0
Eno1b,1868,17597,18533,14754,12934,19078
1700044K03Rik,0,0,0,0,0,0
Dtwd2,6,36,47,47,31,26
1700065O20Rik,0,0,0,0,0,0
Dmxl1,283,1651,1704,1620,1415,1363
Tnfaip8,147,832,819,714,620,672
Hsd17b4,123,931,726,918,556,689
Fam170a,0,0,0,0,0,0
Hdhd1a,0,0,0,0,0,0
Prr16,0,0,0,0,0,0
Mir28a,0,0,0,0,0,0
Ftmt,0,0,0,0,0,0
Srfbp1,34,172,181,300,174,204
Lox,0,6,2,10,2,8
Zfp474,0,0,0,0,0,0
1700034E13Rik,0,0,0,0,0,0
Gykl1,0,0,0,0,0,1
Sncaip,19,167,141,197,72,106
Mir467f,0,0,0,0,0,0
Snx2,473,2627,2646,2381,1378,1773
Snx24,41,198,183,157,115,120
Ppic,3,23,24,8,21,25
Prdm6,0,0,0,0,0,0
Gm19466,1,0,0,0,0,0
Cep120,77,497,464,461,363,378
Csnk1g3,147,935,913,811,711,771
Redrum,0,0,0,0,0,0
9330117O12Rik,0,0,0,0,0,0
Zfp608,30,161,161,129,81,84
Gramd3,20,180,127,136,127,125
Aldh7a1,32,186,138,194,124,146
Mir1258,0,0,0,0,0,0
Phax,155,546,556,1002,398,493
Tex43,0,0,4,4,0,0
Lmnb1,181,1151,1936,1014,597,1368
March3,1,10,13,8,14,7
Gm10536,0,0,0,0,0,0
C330018D20Rik,13,48,42,82,37,51
Megf10,0,7,11,9,10,3
Prrc1,58,492,465,440,388,393
Ctxn3,0,0,0,0,0,0
1700066O22Rik,0,0,0,0,0,0
1700011I03Rik,0,0,0,0,0,0
4930511M06Rik,0,0,0,0,0,0
2210409D07Rik,0,0,0,0,0,0
Slc12a2,47,251,286,190,190,225
Fbn2,0,0,0,0,0,0
Slc27a6,0,0,0,0,0,0
Isoc1,55,315,359,258,249,319
Adamts19,0,0,0,0,0,0
A730017C20Rik,0,0,0,0,0,0
Chsy3,1,12,5,7,14,9
Mir6355,0,0,0,0,0,0
Gm4951,22,107,74,79,44,41
Gm4841,0,0,1,1,1,0
F830016B08Rik,1,11,7,20,9,4
Iigp1,5,30,28,22,16,18
Smim3,23,200,183,196,185,231
Dctn4,169,1198,1078,1024,848,929
Rbm22,95,613,535,501,455,502
Myoz3,0,0,0,0,0,0
Synpo,0,9,17,5,4,9
G630071F17Rik,0,0,0,0,0,0
Ndst1,22,156,145,132,147,90
Rps14,346,2322,1961,1894,1411,1880
Cd74,96,464,309,529,406,261
Mir5107,10,48,33,68,43,20
Tcof1,153,822,776,873,540,646
Arsi,0,0,0,0,0,0
Camk2a,1,6,3,7,3,4
Mir7220,0,0,0,0,0,0
Mir6982,0,0,0,0,0,0
Slc6a7,0,0,0,0,0,0
Cdx1,0,0,0,0,0,0
Pdgfrb,1,0,1,3,1,0
Csf1r,1612,14953,12588,8658,9341,11320
Mir6983,0,4,7,1,4,7
Hmgxb3,63,415,410,408,350,359
Slc26a2,49,405,391,352,312,312
Pde6a,0,1,0,1,0,1
Ppargc1b,10,46,31,39,26,26
A530050N04Rik,0,0,0,0,0,0
Arhgef37,0,0,0,0,0,0
Csnk1a1,443,2771,2763,2938,2114,2297
Bvht,6,11,9,25,6,14
Mir143hg,0,0,0,0,0,0
Mir145a,0,0,0,0,0,0
Mir143,0,0,0,0,0,0
Il17b,0,0,0,0,0,0
Pcyox1l,3,52,57,29,27,41
Grpel2,24,187,199,245,174,181
1500015A07Rik,3,21,13,21,15,6
Afap1l1,3,1,13,5,4,5
Ablim3,0,0,1,0,0,0
Sh3tc2,0,2,0,0,1,0
Adrb2,32,246,292,139,114,249
Htr4,0,0,0,0,0,0
Fbxo38,188,783,761,830,498,536
Spink10,0,0,1,0,0,0
Spink7,0,0,0,0,0,0
Spink13,0,0,0,0,0,0
2700046A07Rik,0,0,0,0,0,0
Apcdd1,0,2,0,2,0,0
Napg,106,887,801,757,695,685
Piezo2,0,1,0,2,0,0
Txnl1,227,1247,1261,1944,960,1159
Wdr7,142,990,1057,915,853,924
St8sia3os,0,0,0,0,0,0
St8sia3,0,0,0,0,0,0
Onecut2,0,0,2,0,0,0
Fech,76,464,415,538,288,308
Nars,605,2993,2841,3217,1976,2400
Atp8b1,2,3,4,4,0,2
Nedd4l,84,470,453,546,376,393
Mir466p,0,0,0,0,0,0
Mir122,0,0,0,0,0,0
Alpk2,0,2,2,3,0,3
Malt1,103,697,699,805,727,752
Zfp532,0,11,10,6,7,6
Oacyl,0,0,0,0,0,0
Sec11c,288,870,780,1899,502,659
Grp,0,0,0,0,0,0
Rax,0,0,0,0,0,0
Cplx4,0,0,0,0,0,0
Lman1,225,1536,1378,1515,1043,1248
Ccbe1,0,0,0,0,0,0
Mir694,0,0,0,0,0,0
Pmaip1,22,152,158,169,101,126
Gm9926,0,0,0,0,0,0
Mc4r,0,0,0,0,0,0
Gm19784,0,0,0,0,0,0
Gnal,3,12,9,12,10,11
Chmp1b,232,978,770,1107,611,708
Mppe1,21,129,89,65,60,55
Impa2,13,102,124,125,77,101
B430212C06Rik,0,0,1,1,0,0
Cidea,0,0,0,0,0,0
Tubb6,197,2125,2111,2407,1726,2351
Afg3l2,147,1047,818,1281,801,875
Slmo1,7,57,54,41,39,41
Spire1,189,1254,1002,1110,956,884
Cep76,21,119,139,104,117,146
Psmg2,11,76,78,52,36,54
Ptpn2,63,355,372,533,270,358
Seh1l,84,583,561,612,498,566
4930549G23Rik,0,1,3,5,1,3
Cep192,118,710,854,638,571,686
Ldlrad4,10,76,89,59,40,61
Fam210a,75,488,440,494,391,448
Mir7219,4,12,16,9,16,25
Rnmt,85,517,421,485,439,423
Mc5r,0,0,0,0,0,0
Mc2r,0,0,0,0,0,0
Mir6356,0,0,0,0,0,0
4930546C10Rik,0,0,0,0,0,0
Mir145b,0,0,0,0,0,0
Tcf4,153,1169,961,709,633,637
Ccdc68,0,0,0,0,0,0
Rab27b,0,0,1,0,0,0
Dynap,0,0,0,0,0,0
4930503L19Rik,14,122,156,110,99,150
Stard6,2,13,16,17,11,4
Poli,12,57,59,75,37,48
Mir6357,0,0,0,0,0,0
Mbd2,512,1371,1337,2278,861,1130
Dcc,0,0,0,0,0,0
Mex3c,227,1175,1160,1125,987,1141
Smad4,89,558,564,375,434,489
Elac1,23,175,143,161,104,99
Me2,59,544,601,368,376,518
Mro,0,0,0,0,0,0
Mapk4,0,0,0,0,0,0
D730045A05Rik,0,0,0,0,0,0
Ska1,12,43,111,35,34,88
Cxxc1,106,640,515,619,396,461
Mbd1,79,602,521,517,413,497
Cfap53,0,4,1,5,2,3
Myo5b,0,1,0,3,0,0
1700120E14Rik,0,0,0,0,0,0
Scarna17,6,12,17,50,9,16
Acaa2,51,346,321,281,225,272
Lipg,2,3,5,3,2,8
9030625G05Rik,0,0,0,0,0,0
Rpl17,797,2367,2139,7932,1002,1514
BC031181,106,550,391,656,339,398
Dym,26,229,234,198,180,236
2010010A06Rik,0,0,0,0,0,0
Smad7,35,264,193,256,205,198
Ctif,24,133,148,97,61,77
Gm10532,0,0,2,0,0,1
Zbtb7c,0,0,0,0,0,0
2900057B20Rik,0,0,0,0,0,0
Mir6358,0,0,0,0,0,0
Smad2,106,682,645,639,599,588
Skor2,0,0,0,0,0,0
Ier3ip1,121,371,290,683,228,228
Hdhd2,34,359,327,339,209,246
Katnal2,0,3,7,1,2,5
Pias2,51,418,410,316,335,358
St8sia5,0,0,1,0,0,0
Loxhd1,0,0,0,0,0,0
Rnf165,0,0,0,1,0,1
8030462N17Rik,36,306,271,300,277,292
4930465K10Rik,0,0,0,0,0,0
Haus1,16,96,95,76,82,95
Atp5a1,962,6630,6471,6041,4993,5725
Pstpip2,93,650,602,740,502,683
Epg5,68,387,491,329,294,345
Siglec15,0,4,4,0,2,1
Slc14a1,0,1,1,2,2,2
Slc14a2,0,0,0,0,0,0
Setbp1,0,1,1,1,0,1
