Geneid,Control,Control,Control,M1,M1,M1,M2a,M2a,M2a,M2c,M2c,M2c
67039,2885,4385,3444,3149,3091,2709,2407,2946,2776,4490,3557,3314
19164,2182,2433,2663,4275,4139,3773,2163,2635,2349,3638,2798,2529
170721,1,1,1,0,3,0,0,1,3,4,0,0
18222,755,695,867,539,595,464,685,845,820,930,681,617
71952,477,549,574,430,465,411,423,490,497,547,398,334
171210,174,209,202,151,144,105,195,248,237,178,127,109
26897,46,58,53,9,12,11,22,23,22,18,24,22
171282,3,3,0,0,1,2,3,0,4,1,0,2
171281,0,0,0,0,0,0,0,0,0,0,0,0
217698,0,0,0,0,0,0,0,0,0,0,0,0
217700,6,4,5,2,4,2,1,5,2,5,5,1
105000,68,79,105,85,78,70,41,37,28,123,83,63
70481,15,4,16,15,13,9,5,17,11,9,15,17
238317,1573,1374,1904,2101,2061,1743,1540,1815,1770,2630,1962,1923
100502697,8,13,6,13,13,15,8,6,10,16,4,9
77219,823,1020,989,862,837,709,881,1098,1104,1519,1088,1005
52708,427,501,494,409,352,351,386,442,476,686,523,454
217705,11,14,25,8,19,17,6,7,9,22,16,13
217707,204,272,234,189,171,127,135,156,158,245,226,203
12499,1026,1066,1172,354,366,307,375,502,498,1022,781,692
72873,8,8,4,6,6,3,1,2,4,5,1,7
66381,181,267,236,217,206,206,202,259,239,323,208,226
104776,231,237,291,200,152,118,304,454,386,442,282,279
100861863,0,0,0,0,0,0,0,0,0,0,0,0
217708,156,200,197,127,149,113,118,133,121,294,208,194
12677,0,0,0,0,0,0,0,0,0,0,1,0
19300,305,353,376,382,335,319,238,313,330,382,331,303
432677,0,0,0,0,0,0,0,0,0,0,0,0
627191,0,0,0,0,0,0,0,0,0,0,0,1
67963,10916,14165,12885,23573,22845,20098,16767,20733,19580,17375,13490,12859
74316,233,300,269,283,280,229,206,258,260,350,287,281
16997,145,138,217,39,26,28,74,85,78,9,16,11
100303738,6,4,7,0,0,0,0,0,0,1,0,0
68497,1266,1206,1599,3039,2855,2558,1133,1392,1270,2118,1587,1341
73736,357,484,388,461,402,363,250,351,295,581,486,408
56531,1448,1378,1979,1596,1587,1276,1260,1431,1244,2182,1570,1498
100502763,8,10,9,10,14,16,6,4,14,10,10,14
73422,37,35,40,34,34,28,30,20,23,23,26,38
78920,2046,2407,2487,2228,2221,1812,2354,2983,2795,3364,2592,2443
238323,9,15,17,4,2,5,5,9,12,11,5,3
18654,4,7,12,0,1,2,6,8,2,22,19,23
217715,620,862,741,737,666,615,652,796,781,1067,821,889
217716,296,303,317,317,331,319,227,283,191,477,344,332
66204,95,130,110,87,75,77,74,96,79,114,96,83
72350,9,10,10,9,7,9,8,8,4,9,9,8
217718,4209,4590,5222,5018,5194,4349,3861,4585,4457,6172,4739,4413
100502783,0,1,0,0,1,2,1,2,0,3,0,0
68581,4989,5399,6135,5336,5349,4548,4064,4825,4779,7602,5868,5450
14281,922,1067,1080,976,962,818,1043,1282,1265,834,624,552
81703,307,377,407,859,774,647,176,224,199,484,340,319
53314,56,56,52,87,84,75,53,54,49,255,193,172
217721,4,5,4,4,7,4,9,2,10,11,4,5
58520,484,686,611,464,444,409,316,376,383,672,535,450
320244,355,358,415,220,207,181,162,159,172,560,367,326
21809,59,76,82,154,156,113,30,18,12,40,28,30
100861892,0,0,0,0,1,0,0,0,0,0,0,0
76411,152,164,130,115,121,130,144,157,145,190,144,116
328136,0,1,0,0,0,0,0,0,0,1,0,0
70373,817,747,946,1021,921,788,845,934,903,1383,1000,938
26380,0,0,0,0,0,0,0,0,0,0,0,0
238328,179,226,213,46,40,51,138,178,168,276,221,187
68737,101,104,133,289,309,295,67,93,84,131,115,104
627607,0,0,0,0,0,0,0,0,0,0,0,0
238330,1466,1596,1859,2798,2590,2324,1351,1675,1539,3207,2472,2118
217732,557,586,696,596,491,479,2075,2511,2381,1257,970,893
238331,0,1,0,1,0,0,3,3,0,1,0,1
217733,1,0,1,0,0,0,0,0,0,1,0,0
64242,1,1,0,5,3,2,3,7,1,1,2,0
217734,366,385,416,330,406,310,250,289,262,468,343,344
14874,179,242,232,221,183,171,143,165,130,260,179,155
382620,1017,909,1260,1485,1359,1271,455,543,489,1534,1150,1072
238333,8,12,7,43,26,36,3,6,4,8,4,12
71275,5,8,5,44,33,46,5,1,7,10,13,6
104799,1680,1856,1986,2019,1937,1720,2263,2852,2664,3045,2266,2200
217737,2926,3591,3497,3112,2899,2510,2013,2551,2448,4629,3578,3390
217738,7,3,6,7,1,8,2,0,0,1,1,3
20773,1898,2254,2303,2181,2195,1949,2078,2521,2318,3692,2624,2652
211064,136,159,157,247,232,190,259,301,276,212,152,185
100526546,3,2,3,4,3,4,3,8,3,2,1,5
654309,6,36,24,27,44,18,23,43,33,27,13,10
380773,223,325,305,338,300,275,192,246,208,356,332,265
66354,1458,1816,1792,2195,2123,1839,1569,1904,1905,2594,2018,1742
666806,0,0,0,0,0,0,0,0,0,0,0,0
193322,0,0,0,0,0,0,0,0,0,0,0,0
100042776,0,0,0,0,0,0,0,0,0,0,0,0
100042786,0,0,0,0,0,0,0,0,0,0,0,0
100862206,0,0,0,0,0,0,0,0,0,0,0,0
100861908,0,0,0,0,0,0,0,0,0,0,0,0
100861898,0,0,0,0,0,0,0,0,0,0,0,0
544881,0,0,0,0,0,0,0,0,0,0,0,0
100038992,0,0,0,0,0,0,0,0,0,0,0,0
100038982,0,0,0,0,0,0,0,0,0,0,0,0
100039042,0,0,0,0,0,0,0,0,0,0,0,0
100039052,0,0,0,0,0,0,0,0,0,0,0,0
100039076,0,0,0,0,0,0,0,0,0,0,0,0
100039087,0,0,0,0,0,0,0,0,0,0,0,0
100039100,0,0,0,0,0,0,0,0,0,0,0,0
100039162,0,0,0,0,0,0,0,0,0,0,0,0
100039129,0,0,0,0,0,0,0,0,0,0,0,0
667350,5,6,5,1,2,2,1,4,3,6,1,1
546543,0,0,0,0,0,0,0,0,0,0,0,0
100039315,0,0,0,0,0,0,0,0,0,0,0,0
666862,0,0,0,0,0,0,0,0,0,0,0,0
435337,0,0,1,0,0,0,0,0,0,0,0,0
633093,0,0,0,0,0,0,0,0,0,0,0,0
266459,0,0,0,0,0,0,0,0,0,0,0,0
100503047,0,0,0,0,0,0,0,0,0,0,0,0
72113,277,330,352,331,334,273,287,354,338,355,293,293
71818,5,6,18,6,11,7,9,14,9,11,3,4
18191,0,0,0,0,0,0,0,0,0,0,0,0
13371,27,25,46,13,21,15,86,91,84,57,45,52
75216,918,818,998,649,614,546,383,511,488,1231,924,906
71349,1,0,3,3,2,2,2,4,2,1,3,1
22095,1,0,0,0,0,0,1,0,0,0,0,0
83602,1104,1220,1352,1110,1137,955,1120,1448,1332,1893,1449,1270
108800,199,169,236,467,486,377,348,449,407,458,286,271
666955,0,2,1,0,4,1,0,6,1,1,1,0
20338,4536,4572,5607,4019,3855,3472,6011,6928,6563,7920,5945,5350
399558,300,239,276,752,657,568,3974,5040,4848,196,160,178
100862089,0,0,0,0,0,0,0,0,0,0,0,0
69423,0,0,0,0,0,0,0,0,0,0,0,0
14420,2426,2663,2831,1480,1334,1172,3624,4479,4156,4743,3560,3377
14744,1307,1517,1592,4049,3852,3307,1358,1837,1748,1688,1321,1196
72258,0,0,0,0,0,0,2,2,4,0,0,0
104871,62,70,67,65,63,58,19,34,34,75,69,56
24000,270,269,304,177,204,166,209,236,243,327,300,244
75553,970,954,1214,931,887,825,741,919,844,1432,1097,1034
319670,48,37,66,50,58,52,40,46,45,79,51,38
76260,103,91,96,104,78,81,58,48,56,130,113,108
67639,1,0,0,2,0,1,0,0,1,0,0,0
71375,452,350,605,689,682,561,413,515,461,578,434,437
100503855,1,12,12,7,7,3,3,8,10,9,3,3
100503812,2,3,3,2,0,0,2,0,4,2,1,1
73457,0,0,0,0,0,0,0,0,0,0,0,0
78767,135,115,155,91,68,93,23,25,22,210,138,117
104884,327,398,412,193,204,176,148,219,175,442,282,315
217826,1445,1757,1794,1514,1532,1346,1609,1933,1849,3285,2442,2365
19179,2673,3741,3271,2574,2504,2166,1842,2379,2119,4768,3569,3304
217827,594,664,709,522,535,456,483,554,534,795,624,601
100038378,1,3,1,0,1,0,1,0,1,2,0,1
12313,17494,22685,20034,12277,11663,10229,12678,15998,14956,25398,19936,18668
100861669,0,2,1,0,0,0,0,0,0,0,0,0
100038713,1,2,3,1,0,1,1,2,1,2,4,2
104718,719,771,993,424,406,321,980,1249,1107,1218,942,881
73086,663,641,787,572,538,438,165,188,164,626,454,412
100040123,9,6,7,4,12,6,4,6,11,6,10,11
217830,1229,1265,1517,1555,1585,1388,448,513,440,1306,1071,978
667148,4,3,1,8,2,7,4,4,1,3,3,0
238377,75,32,56,46,83,65,405,521,495,62,38,29
68339,62,45,71,44,58,32,218,249,281,49,46,38
100038467,1,2,0,0,0,1,1,1,0,0,1,0
100316805,0,0,0,0,0,0,0,0,0,0,0,0
68734,1384,1553,1697,1458,1412,1284,1087,1379,1341,2140,1601,1542
319760,15,10,9,13,11,9,2,8,12,8,8,6
74947,0,0,0,0,0,0,0,0,0,0,0,0
271036,0,0,0,0,0,0,0,0,0,0,0,0
74413,0,0,0,0,0,0,0,0,0,0,0,0
23876,8,10,3,3,1,1,20,14,26,9,12,7
109181,1009,794,1375,1116,1067,883,1030,1335,1274,2006,1456,1357
100504056,6,10,8,8,9,6,14,17,8,17,13,10
110616,1307,1339,1598,820,913,756,1444,1763,1693,2105,1623,1482
100040297,360,554,373,509,485,401,324,428,410,632,481,485
51786,1649,1872,2032,1572,1511,1325,1290,1508,1464,2606,2036,1895
238384,0,0,0,0,0,0,0,0,0,0,0,0
217835,1237,1393,1563,1040,948,789,2433,3041,2809,2251,1665,1616
19141,15499,20833,18781,21598,20489,18017,15753,19151,18192,57546,44563,41715
27277,779,863,977,892,847,723,893,1065,1026,1291,1016,906
12652,0,0,0,0,0,0,1,0,0,1,0,0
217837,556,639,723,770,724,656,1437,1637,1554,850,641,579
100504113,2,1,2,1,0,1,0,1,2,1,0,0
100316812,0,0,0,0,1,0,1,0,1,0,1,0
100859931,4,2,7,3,7,1,2,7,3,6,2,5
64113,1,0,1,2,0,1,2,1,0,2,1,0
320351,272,410,382,347,395,335,437,601,567,637,538,478
100233175,90,112,98,122,95,83,94,94,97,98,106,94
66622,781,903,883,703,658,592,599,654,656,1156,850,783
238386,505,372,567,495,489,457,563,767,691,812,585,615
75483,0,0,0,0,0,0,0,0,0,0,0,0
217843,0,0,0,0,0,0,0,0,0,0,0,0
170952,0,0,0,0,0,2,0,0,0,1,0,0
100504156,0,0,0,0,0,0,0,0,0,0,0,0
65256,152,199,217,740,721,551,3,6,2,49,39,25
68149,87,110,157,126,109,106,34,30,28,103,82,92
27225,2105,2498,2377,2173,2161,1895,1306,1563,1457,3096,2284,2155
52668,1108,1479,1267,740,809,632,683,892,850,1399,1111,1007
76933,2101,2976,2736,2091,2024,1776,303,390,342,5175,3871,3622
217845,0,0,0,0,0,0,0,0,0,0,0,0
74521,1,0,4,3,0,3,0,4,1,2,1,2
217847,0,0,0,0,0,0,0,0,0,0,0,0
12401,0,0,0,0,0,0,0,0,0,0,0,0
194604,0,0,0,0,0,0,0,0,0,0,0,0
68348,0,0,0,0,0,0,0,0,0,0,0,0
20701,0,0,0,0,0,0,0,0,0,0,0,0
20703,0,0,0,0,0,0,0,0,0,0,0,0
20700,0,0,0,0,0,0,0,0,0,0,0,0
20702,0,0,0,0,0,0,0,0,0,0,0,0
20704,0,0,0,0,0,0,0,0,0,0,0,0
380780,0,0,0,0,0,0,0,0,0,1,0,0
71907,0,0,0,0,0,0,0,0,0,0,0,0
68054,0,0,0,0,0,0,0,0,0,0,0,0
321018,0,0,0,0,0,0,0,0,0,0,0,0
268591,0,0,0,0,0,0,0,0,0,0,0,0
74069,0,0,0,0,0,0,0,0,0,0,0,0
271047,0,0,0,0,0,0,0,0,1,0,0,0
16625,0,3,0,0,5,0,0,1,1,1,1,1
238393,17,20,11,8001,7531,6601,25,6,19,2,12,3
20715,28,38,29,12723,12101,11058,37,19,41,9,27,10
546546,0,0,0,0,0,1,1,0,0,1,0,0
628900,0,0,0,0,0,1,0,0,0,0,0,0
238395,0,0,0,0,0,0,0,0,0,0,0,0
20714,0,0,0,0,0,2,0,0,0,0,0,0
100504264,0,0,0,0,0,0,0,0,0,0,0,0
20717,0,0,0,0,0,0,0,0,0,0,0,0
20716,0,0,0,0,0,0,0,0,0,0,0,0
14836,0,0,0,0,0,0,0,0,0,0,0,0
791311,0,0,0,0,0,0,0,0,0,0,0,0
192119,1716,1605,2105,2147,1979,1701,1465,1834,1700,2753,2079,1970
100504301,0,6,6,7,7,4,6,9,12,5,7,7
94040,1,0,0,2,1,1,0,2,2,1,3,0
212073,1835,1539,2396,714,813,670,749,897,863,1580,1204,1126
69434,15,18,20,12,8,8,5,20,12,21,19,11
100306943,2,1,6,5,4,4,2,1,5,3,1,1
100526471,0,0,0,0,0,0,0,0,0,0,0,0
73046,3,0,2,1,0,2,0,2,1,0,1,2
100504315,0,0,0,0,0,0,0,0,0,0,0,0
27381,0,0,0,0,0,0,0,0,0,0,0,0
27379,0,0,0,0,0,0,0,0,0,0,0,0
27382,0,0,0,0,0,0,0,0,0,0,0,0
27378,0,0,0,0,0,0,0,0,0,0,0,0
27380,0,0,0,0,0,0,0,0,0,0,0,0
21432,0,0,0,0,0,0,0,0,0,0,0,0
69952,0,0,0,0,0,0,0,0,0,0,0,0
100040339,0,0,0,0,0,0,0,0,0,0,0,0
268595,0,0,0,0,0,0,0,1,0,0,0,0
12062,0,0,0,0,0,1,0,0,0,0,0,0
12061,0,0,1,2,0,3,0,0,0,0,0,0
76559,795,767,981,1077,1000,897,759,844,831,1508,1089,1042
66787,449,532,512,456,475,362,609,780,707,667,511,460
78801,0,1,0,0,0,0,1,0,0,0,1,0
18789,4278,4167,5166,4049,4100,3457,4088,4680,4591,7422,5508,5331
100503099,0,0,0,0,0,0,0,0,0,0,0,0
22367,868,1142,1115,1080,1030,857,435,522,463,1403,1105,1023
76639,0,0,0,0,0,0,0,0,0,0,0,0
71033,0,0,0,0,0,0,0,0,0,0,0,0
73160,0,0,0,0,0,0,0,0,0,0,0,0
74968,0,0,0,0,0,0,0,0,0,0,0,0
58208,0,1,1,3,1,1,0,0,0,1,3,1
100503150,0,0,0,0,0,0,0,0,0,0,0,0
52690,2497,3075,2972,2592,2565,2178,2031,2528,2346,3474,2617,2532
12454,876,846,1043,994,833,828,542,707,632,1444,1013,966
668158,31,20,31,8,12,5,6,3,5,27,15,14
100861813,0,0,0,0,0,0,0,0,0,0,0,0
214305,1,0,2,0,0,0,3,2,3,0,0,0
13116,5,1,3,3,3,0,0,0,0,2,1,0
68519,9,17,10,8,2,1,8,13,6,0,0,2
100504467,1,0,0,0,0,0,0,0,0,0,0,0
14026,1272,1385,1530,4677,4662,4084,6592,8410,7643,2138,1682,1542
723909,3,1,2,2,2,7,11,13,11,1,5,1
70059,97,90,123,444,472,413,671,873,905,161,148,111
22632,2081,2345,2504,1881,1764,1611,1612,2009,1948,3067,2330,2114
214663,13,15,9,12,15,20,9,6,11,22,15,14
100503195,2,3,8,7,1,3,0,0,1,6,1,2
723946,1,2,0,0,0,0,0,3,0,4,1,0
104910,14,17,14,11,6,10,9,7,12,20,13,13
22375,1214,1403,1590,7112,6669,5780,1272,1552,1468,1970,1511,1456
212198,94,99,90,80,95,84,62,64,83,107,79,60
380785,1,1,1,0,0,0,0,1,0,0,0,1
13386,0,0,0,0,0,0,0,0,0,0,0,0
17263,0,0,0,0,0,0,0,0,0,0,0,0
100316809,0,0,0,0,0,0,0,0,0,0,0,0
791079,0,0,0,0,0,0,0,0,0,0,0,0
751547,0,0,0,0,0,0,0,0,0,0,0,0
100124466,0,0,0,0,0,0,0,0,0,0,0,0
723843,0,0,0,0,0,0,0,0,0,0,0,0
723880,0,0,0,0,0,0,0,0,0,0,0,0
751555,0,0,0,0,0,0,0,0,0,0,0,0
100526472,0,0,0,0,0,0,0,0,0,0,0,0
100526519,0,0,0,0,0,0,0,0,0,0,0,0
353326,0,0,0,0,0,0,0,0,0,0,0,0
723866,0,0,0,0,0,0,0,0,0,0,0,0
76880,0,0,0,0,0,0,0,0,0,0,0,0
723937,0,0,0,0,0,0,0,0,0,0,0,0
387146,0,0,0,0,0,0,0,0,0,0,0,0
723867,0,0,0,0,0,0,0,0,0,0,0,0
100316735,0,0,0,0,0,0,0,0,0,0,0,0
100526473,0,0,0,0,0,0,0,0,0,0,0,0
387154,0,0,0,0,0,0,0,0,0,0,0,0
75745,0,0,0,0,0,0,0,0,0,1,0,0
100316669,0,0,0,0,0,0,0,0,0,0,0,0
723854,0,0,0,0,0,0,0,0,0,0,0,0
449562,0,0,0,0,0,0,0,0,0,0,0,0
449561,0,0,0,0,0,0,0,0,0,0,0,0
100861570,0,0,0,0,0,0,0,0,0,0,0,0
100303647,0,0,0,0,0,0,0,0,0,0,0,0
100861571,0,0,0,0,0,0,0,0,0,0,0,0
100303646,0,0,0,0,0,0,0,0,0,0,0,0
100861572,0,0,0,0,0,0,0,0,0,0,0,0
100124461,0,0,0,0,0,0,0,0,0,0,0,0
723858,0,0,0,0,0,0,0,0,0,0,0,0
723936,0,0,0,0,0,0,0,0,0,0,0,0
723927,0,0,0,0,0,0,0,0,0,0,0,0
723859,0,0,0,0,0,0,0,0,0,0,0,0
100316751,0,0,0,0,0,0,0,0,0,0,0,0
723839,0,0,0,0,0,0,0,0,0,0,0,0
791071,0,0,0,0,0,0,0,0,0,0,0,0
723842,0,0,0,0,0,0,0,0,0,0,0,0
723878,0,0,0,0,0,0,0,0,0,0,0,0
751539,0,0,0,0,0,0,0,0,0,0,0,0
100316673,0,0,0,0,0,0,0,0,0,0,0,0
751521,0,0,0,0,0,0,0,0,0,0,0,0
723881,0,0,0,0,0,0,0,0,0,0,0,0
751522,0,0,0,0,0,0,0,0,0,0,0,0
751552,0,0,0,0,0,0,0,0,0,0,0,0
723856,0,0,0,0,0,0,0,0,0,0,0,0
100124453,0,0,0,0,0,0,0,0,0,0,0,0
723934,0,0,0,0,0,0,0,0,0,0,0,0
723855,0,0,0,0,0,0,0,0,0,0,0,0
723833,0,0,0,0,0,0,0,0,0,0,0,0
723935,0,0,0,0,0,0,0,0,0,0,0,0
723940,0,0,0,0,0,0,0,0,0,0,0,0
723917,0,0,0,0,0,0,0,0,0,0,0,0
100124450,0,0,0,0,0,0,0,0,0,0,0,0
723912,0,0,0,0,0,0,0,0,0,0,0,0
387152,0,0,0,0,0,0,0,0,0,0,0,0
751523,0,0,0,0,0,0,0,0,0,0,0,0
723875,0,0,0,0,0,0,0,0,0,0,0,0
100040724,0,0,0,0,0,0,0,0,0,0,0,0
100124484,0,0,0,0,0,0,0,0,0,0,0,0
387172,0,0,0,0,0,0,0,0,0,0,0,0
751524,0,0,0,0,0,0,0,0,0,0,0,0
723857,0,0,0,0,0,0,0,0,0,0,0,0
723941,0,0,0,0,0,0,0,0,0,0,0,0
723862,0,0,0,0,0,0,0,0,0,0,0,0
723913,0,0,0,0,0,0,0,0,0,0,0,0
723933,0,0,0,0,0,0,0,0,0,0,0,0
723863,0,0,0,0,0,0,0,0,0,0,0,0
100499517,0,0,0,0,0,0,0,0,0,0,0,0
67280,0,0,0,0,0,0,0,0,0,0,0,0
353504,0,0,0,0,0,0,0,0,0,0,0,0
100526515,0,0,0,0,1,0,0,0,0,0,0,0
107585,1,0,0,0,0,0,1,2,0,0,0,0
629595,17,26,16,28,27,16,25,28,14,42,24,38
26931,3801,4485,4621,3796,3794,3223,3108,4002,3687,6025,4811,4358
100503237,76,72,83,69,64,50,45,62,53,99,79,61
319786,6,9,1,10,6,7,4,10,5,10,4,4
13424,12629,10795,16116,15836,15565,13633,12393,15222,14148,22559,16779,15447
66323,11,14,21,17,14,31,15,14,16,8,14,8
100861856,2,0,1,1,0,0,2,1,0,2,0,2
15519,6372,8480,7519,4431,4212,3698,4208,5169,4912,9530,7221,6731
69641,391,431,487,402,453,396,344,545,500,606,460,447
26448,13,13,23,7,10,7,7,14,9,35,18,30
66709,7,7,7,4,6,6,9,4,11,10,7,5
72805,351,397,405,520,563,501,379,489,429,546,464,351
100041649,147,186,189,181,173,162,176,186,183,207,153,146
67236,396,486,524,336,342,312,467,531,498,590,446,457
104859,539,513,707,934,878,771,680,856,766,1297,957,891
74251,83,129,125,106,105,100,78,110,90,143,100,83
77878,0,0,0,0,0,0,0,0,0,0,0,0
217864,778,638,987,653,606,526,777,894,926,1353,1020,910
22031,1054,957,1295,926,950,790,776,933,830,1592,1232,1084
93835,2,1,3,1,0,0,1,0,1,1,0,0
100503323,0,0,1,0,0,0,0,0,0,0,0,0
217866,2147,2121,2757,2030,1873,1617,2067,2498,2406,3761,2906,2682
380787,0,0,0,0,0,0,0,0,0,0,0,0
74190,6,12,12,41,28,39,20,38,33,19,10,18
21928,1643,1864,2044,3088,3148,2721,4958,5855,5660,2930,2230,2100
212539,0,0,0,0,0,0,0,0,0,0,0,1
217869,3433,3931,4015,3173,2880,2665,4309,5093,4697,5674,4517,4265
100316932,17,25,27,24,26,27,31,38,23,46,18,38
100504687,4,1,1,6,5,6,0,4,4,1,5,6
17169,838,991,1088,1279,1243,1097,923,1043,1096,1470,1124,1016
12709,14256,19487,17104,12286,11512,10409,11320,13579,12667,20072,15657,14384
328162,189,247,248,252,266,193,306,398,333,242,194,186
70369,404,489,531,439,412,355,472,603,589,597,558,441
68020,286,431,408,346,326,313,295,340,312,438,354,352
16593,1905,2207,2297,1630,1677,1481,1623,1911,1873,2842,2227,2056
74335,313,289,368,304,257,267,228,238,235,384,273,256
68520,204,277,248,101,122,145,272,359,341,308,238,247
21981,764,815,959,1295,1344,1112,246,306,277,1286,1085,992
77675,52,74,56,76,57,59,8,2,1,58,44,39
70257,547,1036,753,710,707,602,592,807,666,949,775,710
74691,0,0,0,0,0,0,0,0,0,0,0,0
217874,0,0,0,0,0,0,0,0,0,0,0,0
104816,0,0,0,0,0,0,0,0,0,0,0,0
100526547,0,0,0,0,0,0,0,0,0,0,0,0
387199,0,0,0,0,0,0,0,0,0,0,0,0
668303,0,0,0,0,0,0,0,0,0,0,0,0
100504733,0,0,0,0,0,0,0,0,0,0,0,0
100126692,0,0,0,0,0,0,0,0,0,0,0,0
319942,0,0,0,0,0,0,0,0,0,0,0,0
104885,0,1,0,0,0,0,0,0,0,0,0,0
70435,2587,2555,3131,917,862,738,4387,4982,4709,2011,1606,1455
11565,1208,1517,1451,748,735,608,1800,2208,2131,1025,793,758
30954,400,706,548,315,289,258,218,219,220,445,378,351
11651,5856,7094,7247,6308,5926,5194,5549,6713,6750,9244,6970,6297
382639,311,335,346,254,208,169,531,611,541,502,378,357
217882,701,776,1025,776,749,687,185,253,199,933,746,694
104759,7872,9425,9569,19624,19027,16776,7973,10107,9463,12611,9562,9101
100041194,307,267,354,185,179,153,2415,2919,2731,408,303,313
100047183,176,148,248,118,115,104,1768,2146,1974,313,213,196
217887,50,77,59,43,31,26,65,77,86,85,75,66
71963,856,1116,1082,867,724,746,556,696,636,1238,952,902
56696,139,203,191,313,320,267,373,421,416,370,255,256
16450,593,619,731,78,65,54,39,51,41,475,392,338
66174,283,419,394,323,255,247,105,173,147,357,273,247
72308,1000,1025,1198,898,981,727,771,936,913,1292,885,933
399566,322,360,386,210,190,170,189,194,183,350,327,251
217893,2666,2631,3557,4004,3793,3394,5844,6913,6400,4336,3330,3034
75671,0,0,0,1,4,2,1,6,4,0,0,3
116870,830,882,1053,1000,976,866,618,805,694,1208,944,893
100861919,0,0,0,0,0,0,0,0,0,0,0,0
68337,16,18,25,9,10,16,26,19,16,5,8,5
12925,2049,3460,2398,1079,1030,958,3811,4687,4533,1844,1407,1370
104732,727,738,716,481,449,367,122,128,113,749,570,550
69195,1,0,0,0,2,0,0,0,0,0,0,0
238447,414,680,579,590,565,468,117,153,136,238,160,182
380792,0,0,0,0,0,0,0,0,0,0,0,0
404711,19,35,18,31,22,26,0,0,0,10,16,6
16016,7,17,11,26,26,21,4,7,4,19,18,22
16017,0,0,0,0,0,0,0,0,0,0,0,0
380795,0,0,0,0,0,0,0,0,0,0,0,0
380797,2,7,4,18,14,14,1,3,3,3,5,2
16019,1373,1595,1574,2589,2420,2206,398,507,440,974,773,690
777656,3,1,2,4,16,5,0,0,1,1,1,1
777655,2,0,1,3,6,4,0,0,0,0,0,2
777654,1,0,0,3,2,3,0,0,0,0,0,0
777648,4,3,5,2,9,6,0,0,1,1,0,1
777661,0,0,0,0,0,0,0,0,0,0,0,0
777662,0,0,0,0,0,0,0,0,0,0,0,0
777664,0,0,0,0,0,0,0,0,0,0,0,0
777667,0,0,0,0,0,0,0,0,0,0,0,0
777672,0,0,0,0,0,0,0,0,0,0,0,0
777675,0,0,0,0,0,0,0,0,0,0,0,0
777677,0,0,0,0,0,0,0,0,0,0,0,0
777679,0,0,0,0,0,0,0,0,0,0,0,0
777657,0,0,0,0,0,0,0,0,0,0,0,0
238405,0,0,0,0,0,0,0,0,0,0,0,0
777681,0,0,0,0,0,0,0,0,0,0,0,0
238406,0,0,0,0,0,0,0,0,0,0,0,0
777685,0,0,0,0,0,0,0,0,0,0,0,0
777686,2,9,9,1,2,2,0,0,0,0,0,0
777688,10,6,2,0,0,0,0,1,0,0,0,0
238412,0,0,0,0,0,0,1,0,0,0,0,0
777780,6,8,2,0,0,6,0,1,0,3,2,2
668389,1,4,0,0,0,0,0,0,0,0,0,0
544896,0,0,0,0,0,0,1,1,0,1,0,0
638605,1,0,1,2,1,4,0,0,0,0,0,0
668395,0,0,0,2,3,2,0,0,0,0,0,0
630486,0,0,0,0,0,0,0,0,0,0,0,0
641178,2,0,1,0,0,0,1,2,2,0,0,0
628098,0,0,0,0,0,0,0,0,0,0,0,0
791089,3,1,1,10,5,5,0,0,2,2,0,0
791090,0,0,0,0,0,0,0,0,0,1,1,1
629785,0,0,0,0,0,0,0,0,0,0,0,0
780793,0,0,0,0,0,0,0,0,0,0,0,0
780792,2,2,2,0,0,0,0,0,0,0,0,0
633568,0,4,3,4,2,2,0,0,0,0,0,0
780794,0,0,0,8,3,5,0,1,0,0,0,0
640046,0,0,0,0,0,0,0,0,0,0,0,0
780800,0,0,0,0,0,0,0,0,0,0,0,0
780801,6,2,8,4,5,6,0,0,0,2,2,4
780802,0,0,3,0,0,0,0,0,0,0,0,0
780803,0,0,0,1,1,2,0,0,0,0,0,0
780804,0,0,0,0,0,0,0,0,0,0,0,0
668421,1,1,1,2,2,3,1,0,0,0,0,1
780818,0,0,0,0,0,0,0,0,0,0,0,0
238418,2,2,3,0,1,0,0,0,2,0,0,0
629812,0,0,0,0,0,0,0,0,0,0,0,0
195180,0,0,0,0,0,0,1,4,4,1,3,0
629818,0,0,0,0,0,0,0,0,0,1,0,1
780825,3,6,3,2,3,2,0,0,0,1,0,0
629826,0,2,0,0,0,0,0,0,1,0,0,0
668438,0,0,0,0,0,0,0,0,0,0,0,1
632654,0,0,0,0,0,0,0,0,0,0,0,0
629833,1,0,1,0,0,0,0,0,0,0,0,0
633457,0,0,0,0,0,0,0,1,0,0,0,0
780828,0,0,0,0,0,0,0,0,0,0,0,0
780829,0,0,0,0,1,2,0,0,1,0,1,0
636260,0,1,1,0,0,0,0,0,0,0,0,0
780831,0,0,0,0,0,0,0,0,0,0,0,0
629842,1,1,9,4,4,5,0,0,0,0,0,0
435321,0,0,0,0,0,0,0,0,0,0,0,0
629845,3,1,1,8,4,2,5,0,0,2,0,1
628398,0,0,0,5,1,2,0,0,1,0,0,0
639510,0,0,0,1,1,0,0,0,0,0,0,0
238427,1,7,1,2,4,9,2,0,0,0,0,0
432701,0,0,0,0,1,0,0,0,0,0,0,0
